,user_id,item_id,term,length_of_stay_bucket,rate_plan,room_segment,n_people_bucket,weekend_stay
11563,10908,494,Christmas,[2-3],Standard,[260-360],[3-4],True
11564,10909,645,Christmas,[4-7],Standard,[260-360],[2-2],True
11565,1736,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11566,10910,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11567,10911,256,OffSeason,[0-1],Nonref,[0-160],[2-2],True
11568,10912,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11569,10913,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11570,10914,71,OffSeason,[4-7],Nonref,[0-160],[2-2],True
11571,10915,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11572,10916,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11573,10917,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11574,10918,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11575,10920,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
11576,10921,39,OffSeason,[2-3],Standard,[260-360],[1-1],True
11577,10922,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11578,10923,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11579,10925,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11580,10926,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11581,6247,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11582,10927,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11583,10928,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11584,4361,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11585,10929,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11586,10930,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11587,10931,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11588,10932,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11589,10870,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11590,10933,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11591,10934,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11592,10935,38,OffSeason,[4-7],Standard,[260-360],[3-4],True
11593,10936,55,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
11594,10937,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11595,10938,409,OffSeason,[0-1],Nonref,[160-260],[1-1],False
11596,10939,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
11597,10940,26,OffSeason,[4-7],Standard,[160-260],[2-2],False
11598,10941,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11599,10942,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11600,10943,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11601,7099,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11602,10944,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11603,10945,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11604,10946,426,OffSeason,[0-1],Standard,[260-360],[3-4],True
11605,10947,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11606,10948,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11607,10949,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11608,4320,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11609,10950,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11610,10951,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
11611,10952,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11612,10953,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
11613,10954,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11614,6376,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11615,10955,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
11616,10956,646,OffSeason,[4-7],Nonref,[160-260],[1-1],False
11617,10957,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11618,10958,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
11619,10959,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11620,10960,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11621,10961,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11622,10962,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11623,10963,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11624,10964,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11625,6798,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11626,10967,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11627,10968,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11628,10970,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11629,10971,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11630,3499,89,OffSeason,[8-inf],Standard,[160-260],[3-4],True
11631,3499,89,OffSeason,[8-inf],Standard,[160-260],[3-4],True
11632,3499,59,OffSeason,[8-inf],Standard,[0-160],[2-2],True
11633,10972,137,OffSeason,[2-3],Nonref,[160-260],[1-1],True
11634,10973,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
11635,10974,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11636,4071,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11637,10975,410,OffSeason,[0-1],Nonref,[0-160],[2-2],False
11638,10976,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11639,10977,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11640,10978,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11641,10979,53,OffSeason,[4-7],Nonref,[160-260],[2-2],False
11642,10980,465,WinterVacation,[8-inf],Nonref,[160-260],[3-4],True
11643,10981,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11644,10982,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11645,10984,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11646,10985,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11647,10986,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
11648,10987,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11649,10988,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11650,10989,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11651,10990,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11652,10991,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11653,10992,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11654,10993,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
11655,10994,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11656,10995,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11657,10996,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11658,10997,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
11659,10998,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11660,10999,67,OffSeason,[2-3],Standard,[260-360],[5-inf],False
11661,11000,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11662,11001,534,WinterVacation,[2-3],Standard,[260-360],[5-inf],False
11663,10870,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11664,11002,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11665,5321,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11666,11003,256,OffSeason,[0-1],Nonref,[0-160],[2-2],True
11667,11004,182,OffSeason,[8-inf],Nonref,[160-260],[1-1],True
11668,11005,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11669,11006,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
11670,11007,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11671,11008,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11672,11009,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11673,11010,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11674,11011,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11675,11012,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11676,11012,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11677,11013,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
11678,4546,38,OffSeason,[4-7],Standard,[260-360],[3-4],True
11679,4170,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
11680,11014,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11681,11014,647,Christmas,[0-1],Standard,[160-260],[3-4],True
11682,11015,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11683,11016,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11684,11017,417,OffSeason,[0-1],Nonref,[260-360],[3-4],True
11685,11018,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11686,11019,39,OffSeason,[2-3],Standard,[260-360],[1-1],True
11687,11020,135,OffSeason,[4-7],Standard,[160-260],[5-inf],True
11688,11021,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
11689,11022,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11690,11023,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11691,11024,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11692,11025,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11693,11026,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11694,11026,67,OffSeason,[2-3],Standard,[260-360],[5-inf],False
11695,11026,67,OffSeason,[2-3],Standard,[260-360],[5-inf],False
11696,11027,79,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
11697,11028,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
11698,11029,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11699,11030,458,Christmas,[4-7],Standard,[160-260],[2-2],True
11700,11031,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11701,11032,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11702,11033,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11703,11034,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
11704,11035,147,OffSeason,[2-3],Nonref,[0-160],[2-2],False
11705,5079,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
11706,11036,415,OffSeason,[0-1],Standard,[160-260],[5-inf],True
11707,11037,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11708,6823,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
11709,11038,98,OffSeason,[2-3],Nonref,[260-360],[5-inf],False
11710,96,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11711,11040,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11712,847,378,NewYear,[4-7],Standard,[160-260],[1-1],True
11713,11041,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11714,11042,2,WinterVacation,[2-3],Standard,[160-260],[2-2],True
11715,11043,405,Christmas,[4-7],Standard,[160-260],[3-4],True
11716,11044,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11717,11045,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
11718,11046,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11719,2930,155,OffSeason,[2-3],Nonref,[160-260],[1-1],False
11720,11047,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11721,11048,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11722,11049,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11723,11050,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11724,11051,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11725,11052,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11726,11053,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
11727,11054,65,OffSeason,[2-3],Nonref,[0-160],[2-2],True
11728,11055,264,OffSeason,[2-3],Nonref,[260-360],[2-2],False
11729,11056,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11730,11057,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11731,11058,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11732,11059,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11733,11060,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11734,11061,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11735,11062,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11736,11063,55,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
11737,11064,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11738,11066,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11739,11067,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11740,4299,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
11741,10870,39,OffSeason,[2-3],Standard,[260-360],[1-1],True
11742,11068,143,OffSeason,[0-1],Standard,[160-260],[1-1],False
11743,11069,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11744,11071,32,OffSeason,[2-3],Standard,[260-360],[2-2],True
11745,11072,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
11746,11073,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11747,11074,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11748,11075,468,Christmas,[4-7],Nonref,[160-260],[2-2],True
11749,11076,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11750,11077,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11751,11078,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11752,11078,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11753,11079,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11754,11080,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11755,11081,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11756,11046,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11757,11082,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11758,11083,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11759,2836,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11760,11084,134,OffSeason,[8-inf],Nonref,[160-260],[2-2],True
11761,11085,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11762,11086,456,NewYear,[4-7],Standard,[160-260],[3-4],False
11763,11087,376,OffSeason,[0-1],Standard,[260-360],[5-inf],True
11764,11088,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11765,11088,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11766,11089,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11767,5880,151,OffSeason,[4-7],Nonref,[160-260],[1-1],True
11768,11090,26,OffSeason,[4-7],Standard,[160-260],[2-2],False
11769,11091,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11770,11092,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11771,8923,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11772,11093,648,NewYear,[4-7],Nonref,[0-160],[2-2],True
11773,5693,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11774,11094,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
11775,11095,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11776,11096,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
11777,11097,79,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
11778,11098,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11779,11099,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11780,11100,26,OffSeason,[4-7],Standard,[160-260],[2-2],False
11781,11101,572,OffSeason,[0-1],Standard,[0-160],[2-2],True
11782,706,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11783,11102,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
11784,11104,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11785,11105,417,OffSeason,[0-1],Nonref,[260-360],[3-4],True
11786,11106,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11787,11107,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11788,11108,0,WinterVacation,[2-3],Standard,[260-360],[5-inf],True
11789,11109,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11790,11110,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11791,11111,459,OffSeason,[0-1],Standard,[260-360],[2-2],True
11792,11112,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11793,11113,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11794,11114,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11795,11115,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11796,11116,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11797,11117,238,OffSeason,[0-1],Standard,[160-260],[2-2],False
11798,11118,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
11799,11119,516,NewYear,[0-1],Nonref,[160-260],[3-4],False
11800,11120,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
11801,10870,16,OffSeason,[4-7],Standard,[260-360],[5-inf],True
11802,11121,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11803,8718,649,Christmas,[8-inf],Standard,[160-260],[2-2],True
11804,11122,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11805,11123,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11806,11124,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11807,11125,71,OffSeason,[4-7],Nonref,[0-160],[2-2],True
11808,11125,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11809,11126,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11810,11127,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11811,11128,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11812,11129,48,OffSeason,[2-3],Nonref,[160-260],[2-2],False
11813,11130,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11814,11131,371,NewYear,[2-3],Standard,[260-360],[5-inf],False
11815,4371,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11816,11132,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11817,11133,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
11818,10061,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
11819,11134,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11820,8618,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11821,11135,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11822,11136,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
11823,11137,110,OffSeason,[0-1],Standard,[160-260],[3-4],False
11824,11138,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11825,11072,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11826,6167,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11827,6626,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11828,11139,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11829,11140,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11830,11141,376,OffSeason,[0-1],Standard,[260-360],[5-inf],True
11831,11142,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11832,11142,382,OffSeason,[0-1],Standard,[160-260],[1-1],True
11833,11143,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11834,5207,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11835,11144,392,WinterVacation,[4-7],Standard,[260-360],[3-4],True
11836,11145,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11837,11146,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11838,11147,380,WinterVacation,[4-7],Standard,[160-260],[5-inf],True
11839,11148,79,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
11840,11149,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11841,11150,153,OffSeason,[0-1],Nonref,[160-260],[3-4],False
11842,11151,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11843,11152,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
11844,11153,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11845,11155,458,Christmas,[4-7],Standard,[160-260],[2-2],True
11846,11157,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11847,11158,68,OffSeason,[2-3],Nonref,[260-360],[5-inf],True
11848,11159,33,OffSeason,[2-3],Standard,[160-260],[3-4],False
11849,11160,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11850,11161,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11851,11162,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11852,11163,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11853,11164,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11854,11165,371,NewYear,[2-3],Standard,[260-360],[5-inf],False
11855,11165,371,NewYear,[2-3],Standard,[260-360],[5-inf],False
11856,11166,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11857,11167,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11858,11168,31,OffSeason,[2-3],Standard,[160-260],[5-inf],True
11859,11169,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11860,11170,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11861,11171,406,OffSeason,[0-1],Nonref,[160-260],[2-2],True
11862,1818,409,OffSeason,[0-1],Nonref,[160-260],[1-1],False
11863,11172,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11864,11173,644,Christmas,[4-7],Standard,[160-260],[5-inf],True
11865,11174,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11866,11175,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
11867,11176,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11868,11177,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11869,11178,650,Christmas,[4-7],Standard,[160-260],[1-1],True
11870,11178,468,Christmas,[4-7],Nonref,[160-260],[2-2],True
11871,11179,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11872,802,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11873,11180,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11874,11181,641,NewYear,[2-3],Nonref,[160-260],[5-inf],False
11875,11181,438,NewYear,[2-3],Nonref,[160-260],[3-4],False
11876,11182,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11877,11183,396,NewYear,[2-3],Standard,[160-260],[3-4],False
11878,7457,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
11879,7457,54,OffSeason,[2-3],Nonref,[160-260],[3-4],False
11880,11184,50,OffSeason,[4-7],Nonref,[160-260],[2-2],True
11881,11143,110,OffSeason,[0-1],Standard,[160-260],[3-4],False
11882,11185,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11883,11186,238,OffSeason,[0-1],Standard,[160-260],[2-2],False
11884,11187,415,OffSeason,[0-1],Standard,[160-260],[5-inf],True
11885,11097,374,OffSeason,[0-1],Nonref,[260-360],[5-inf],False
11886,11188,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
11887,11189,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11888,11190,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11889,11191,3,WinterVacation,[4-7],Standard,[160-260],[3-4],True
11890,11192,365,NewYear,[4-7],Standard,[260-360],[5-inf],True
11891,11193,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11892,10745,110,OffSeason,[0-1],Standard,[160-260],[3-4],False
11893,11194,651,NewYear,[4-7],Standard,[260-360],[5-inf],False
11894,11195,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
11895,11196,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11896,6798,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
11897,4430,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11898,11197,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11899,10870,565,OffSeason,[0-1],Standard,[160-260],[5-inf],False
11900,11198,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11901,11199,34,OffSeason,[2-3],Standard,[260-360],[3-4],False
11902,11200,79,OffSeason,[0-1],Nonref,[260-360],[5-inf],True
11903,11201,38,OffSeason,[4-7],Standard,[260-360],[3-4],True
11904,11202,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11905,11203,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11906,11204,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11907,11205,22,OffSeason,[2-3],Standard,[160-260],[2-2],False
11908,11206,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11909,11207,51,OffSeason,[4-7],Nonref,[160-260],[3-4],True
11910,11208,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11911,11209,6,OffSeason,[2-3],Standard,[260-360],[5-inf],True
11912,11210,415,OffSeason,[0-1],Standard,[160-260],[5-inf],True
11913,11210,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11914,11212,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11915,11213,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11916,11214,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11917,11215,254,OffSeason,[0-1],Nonref,[160-260],[3-4],True
11918,11216,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11919,11217,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11920,11218,265,OffSeason,[2-3],Nonref,[0-160],[1-1],True
11921,7065,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11922,11219,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11923,11220,572,OffSeason,[0-1],Standard,[0-160],[2-2],True
11924,11221,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11925,11222,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11926,11223,533,WinterVacation,[2-3],Standard,[260-360],[2-2],True
11927,11224,652,OffSeason,[4-7],Standard,[160-260],[5-inf],False
11928,11225,55,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
11929,10255,382,OffSeason,[0-1],Standard,[160-260],[1-1],True
11930,11226,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11931,11227,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11932,11228,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11933,11229,36,OffSeason,[4-7],Standard,[160-260],[1-1],True
11934,11230,82,OffSeason,[2-3],Nonref,[260-360],[3-4],True
11935,11231,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11936,11232,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11937,11233,64,WinterVacation,[4-7],Standard,[160-260],[2-2],True
11938,11234,25,OffSeason,[2-3],Standard,[260-360],[3-4],True
11939,11235,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
11940,5244,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11941,11236,55,OffSeason,[0-1],Nonref,[160-260],[5-inf],True
11942,11237,49,OffSeason,[0-1],Standard,[160-260],[2-2],True
11943,11238,35,OffSeason,[2-3],Standard,[160-260],[1-1],False
11944,11239,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11945,11240,47,OffSeason,[2-3],Nonref,[160-260],[3-4],True
11946,11241,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11947,11242,17,OffSeason,[2-3],Standard,[160-260],[1-1],True
11948,11243,449,Christmas,[2-3],Standard,[160-260],[3-4],True
11949,11245,52,OffSeason,[2-3],Nonref,[160-260],[2-2],True
11950,11246,169,OffSeason,[0-1],Standard,[160-260],[3-4],True
11951,11247,21,OffSeason,[2-3],Standard,[160-260],[2-2],True
11952,11248,24,OffSeason,[4-7],Standard,[160-260],[2-2],True
11953,11175,14,OffSeason,[4-7],Standard,[160-260],[3-4],True
11954,11249,653,NewYear,[4-7],Nonref,[160-260],[2-2],False
11955,11250,23,OffSeason,[2-3],Standard,[160-260],[3-4],True
